1 179.745921 217.052597 168.850628 1
1 231.664355 161.836931 203.856688 1
2 260.626429 240.831756 136.375037 2
2 201.060579 245.097863 80.518247 2
1 221.774639 202.868358 204.263113 1
1 207.670616 163.275190 188.534267 1
2 239.267154 232.941574 88.665935 2
2 213.320588 233.461209 74.140677 2
1 180.522927 196.705188 185.714210 1
1 236.301181 208.335294 190.076720 1
2 240.991474 248.248993 87.904256 2
1 249.727553 164.053337 215.186038 1
2 240.767813 297.741925 114.432884 2
2 236.031512 237.927633 77.195786 2
1 182.879669 224.813356 214.735813 1
1 209.496337 205.451147 209.745601 1
1 210.629488 185.940789 186.837147 1
2 249.912462 257.386184 106.669103 2
2 229.838449 239.807063 76.836799 2
1 178.542468 189.625516 216.532567 1
2 223.347873 294.629199 83.029731 2
2 232.835582 221.383619 60.814890 2
1 180.677936 182.057663 204.695462 1
1 222.499960 227.038949 184.763688 1
2 238.925216 249.789945 92.974024 2
2 234.509604 253.381893 97.156154 2
2 246.774440 272.044026 92.526402 2
2 243.444608 250.840312 120.654464 2
2 277.220771 236.522773 122.771929 2
2 271.874171 252.273064 84.972894 2
1 233.927304 170.271599 222.471632 1
2 228.015993 258.652422 96.720673 2
1 228.356651 215.840341 180.629872 1
1 201.197381 243.185013 188.368921 1
1 191.441529 246.792166 207.460125 1
1 181.744002 215.725126 152.764327 1
1 222.618549 188.110573 213.173901 1
2 259.409369 244.501776 101.528154 2
1 198.082826 182.946477 212.299135 1
2 265.610956 275.886172 121.821076 2
1 225.364818 165.029704 215.827867 1
2 204.797905 256.033687 56.651497 2
2 252.062282 229.292669 104.218279 2
1 204.196413 201.068543 236.972168 1
1 205.288927 219.456983 157.196627 1
1 220.187832 232.596312 208.653631 1
1 215.511360 214.510933 185.148050 1
2 224.514898 270.010598 95.699221 2
1 224.618876 181.541419 200.604785 1
1 184.522683 209.605532 179.929604 1
2 235.157799 221.551255 118.129699 2
2 250.971813 243.241788 114.083753 2
1 214.092231 164.907361 218.424308 1
2 239.771418 275.053191 64.973565 2
2 272.914828 258.115941 92.646554 2
1 224.778450 216.910799 211.497208 1
2 200.867171 263.711582 66.078476 2
1 210.414821 205.939944 209.003180 1
1 222.850613 178.709539 227.837298 1
1 225.962238 164.551439 212.697382 1
1 184.099288 164.314785 163.762051 1
2 266.419389 248.156474 122.969638 2
1 164.452428 181.627873 201.881945 1
1 207.520716 206.570552 212.255134 1
1 179.162257 187.003073 198.202785 1
1 236.825967 201.174626 235.020518 1
2 245.814412 260.085968 95.075133 2
1 193.602600 215.878774 201.955016 1
2 279.518522 253.036690 118.286935 2
2 268.260769 250.840585 105.023638 2
1 245.218013 242.174684 199.201150 1
2 275.063323 256.889556 114.582804 2
1 196.799959 208.974176 218.712869 1
2 260.239318 261.092465 109.960503 2
1 205.556680 205.405534 215.267275 1
2 279.676989 274.853880 132.221595 2
1 182.017749 203.831708 229.645809 1
2 253.965700 253.204574 102.620285 2
2 252.803285 224.351929 76.074600 2
2 286.684548 273.588923 124.331542 2
2 268.621908 256.920263 108.824232 2
2 238.497990 260.125827 86.796526 2
1 207.430791 186.730985 197.565258 1
1 199.250055 191.644294 193.506885 1
2 244.043878 233.985786 84.081432 2
1 159.039166 183.745598 236.323395 1
1 217.783525 223.857813 230.022867 1
1 166.940268 159.649326 201.784735 1
1 201.334683 232.797329 177.592859 1
1 218.554104 127.874434 216.903704 1
