1 305.562916 
1 243.889740 
1 272.953220 
2 121.745454 
1 241.040812 
1 233.199114 
2 93.172486 
2 148.674268 
2 192.266641 
1 283.028945 
2 194.244632 
1 203.210552 
2 171.300189 
1 224.869216 
1 148.115446 
2 171.494102 
2 148.302508 
2 236.687189 
1 260.405325 
2 122.294813 
2 157.558831 
2 153.373145 
2 179.009171 
2 153.536263 
2 164.407198 
1 241.632149 
1 258.430915 
2 139.742284 
1 269.646783 
2 123.798746 
1 283.245477 
2 159.117961 
1 218.153135 
2 93.713778 
1 239.913262 
1 269.406588 
1 282.483100 
1 270.477686 
2 106.816379 
2 156.269796 
2 167.736498 
2 100.609202 
2 113.940940 
1 257.354384 
1 197.297887 
2 113.119118 
1 264.502103 
2 190.480817 
2 129.209752 
1 215.613371 
2 177.034171 
1 221.468755 
2 142.785303 
1 301.140026 
2 137.150422 
1 323.576329 
1 209.379120 
1 225.181338 
2 135.186899 
2 148.424270 
1 310.723818 
2 235.770511 
2 126.025405 
1 180.609150 
1 262.595564 
1 125.452338 
2 175.053533 
1 282.669178 
1 170.731685 
1 269.098827 
2 274.279694 
2 148.949143 
1 258.919562 
2 128.750757 
1 255.349203 
2 159.858233 
1 217.540646 
2 184.494390 
2 161.150220 
1 247.426537 
2 139.410100 
2 168.933195 
2 181.311291 
2 132.568604 
2 93.543543 
1 226.952836 
1 202.604207 
2 203.187622 
1 158.584944 
1 252.170685 
1 271.422317 
2 147.097360 
1 289.773918 
1 224.619564 
1 263.150397 
2 150.706614 
1 268.607169 
1 326.995256 
2 162.534081 
2 182.909917 
1 242.975239 
1 258.715832 
2 178.607895 
2 192.292275 
1 225.303466 
2 163.880900 
1 252.384884 
1 189.072486 
2 179.189669 
1 289.230662 
2 178.583374 
1 208.488980 
2 171.125468 
1 225.156761 
1 293.265660 
2 209.429414 
2 154.145493 
1 199.462725 
1 298.095640 
2 104.725821 
1 215.173652 
1 258.601627 
2 183.020119 
1 269.094478 
1 252.656417 
1 165.470322 
2 82.973113 
1 223.079319 
1 281.795740 
2 100.082874 
2 194.839617 
1 348.178356 
1 268.581743 
1 207.495694 
1 248.568157 
1 264.377709 
2 99.863925 
2 176.871360 
1 182.647561 
2 171.065907 
2 155.938674 
1 256.955153 
1 208.895806 
2 103.830935 
1 178.559047 
1 241.730544 
2 211.745181 
2 138.781667 
1 230.256749 
2 162.422925 
1 226.497710 
2 211.955811 
2 210.069028 
2 157.218137 
2 236.953825 
1 293.547701 
1 228.859094 
2 154.315237 
1 205.542329 
2 163.165737 
1 259.094281 
1 288.278907 
1 258.520233 
2 185.208672 
1 197.528813 
1 252.589605 
1 288.267291 
2 165.286895 
2 199.688741 
1 150.090033 
1 269.644100 
2 76.688932 
1 189.206402 
1 195.975161 
2 213.977711 
2 139.182608 
1 302.866713 
1 251.789386 
1 217.753019 
2 136.191632 
2 157.824064 
2 85.776061 
2 123.413253 
2 141.667336 
2 216.813778 
2 138.754130 
2 129.490120 
1 256.673881 
1 223.588955 
2 204.502632 
1 260.138081 
1 271.123851 
1 222.387046 
2 76.359255 
1 296.169139 
1 242.002407 
1 221.292268 
2 160.108353 
2 124.225847 
2 187.888176 
1 243.075375 
1 295.838633 
2 190.054626 
2 159.333116 
2 114.428006 
1 220.958572 
1 212.018256 
1 215.180770 
1 265.161649 
1 196.501575 
2 171.691948 
2 158.433081 
2 176.746820 
1 290.337605 
1 291.073768 
2 182.244904 
2 104.274041 
2 65.491636 
2 163.119187 
2 170.842944 
2 119.531072 
1 282.109605 
1 314.690027 
2 145.554562 
1 218.051003 
1 210.654014 
