1 228.859094 1
1 182.647561 2
1 281.140388 1
1 235.772022 1
2 93.985652 2
1 242.975239 1
2 172.151015 2
1 207.264902 2
1 313.165840 1
2 104.725821 2
2 139.742284 2
1 268.581743 1
2 141.458290 2
1 291.382062 1
1 267.266177 1
1 251.789386 1
2 129.490120 2
2 204.443168 2
2 178.583374 2
2 185.394503 2
1 117.371792 2
1 297.096823 1
2 150.706614 2
1 259.068212 1
1 246.580951 1
1 237.744999 1
1 282.109605 1
1 248.324737 1
2 211.002506 1
2 105.164901 2
2 108.565534 2
1 220.421496 1
1 289.230662 1
1 248.573584 1
2 86.242008 2
1 170.731685 2
1 214.468421 1
1 249.768715 1
2 129.209752 2
1 278.104216 1
2 243.781510 1
2 157.824064 2
2 148.729352 2
1 268.607169 1
1 310.723818 1
2 179.825547 2
1 269.644100 1
1 289.773918 1
1 269.646783 1
2 188.666215 2
1 283.028945 1
1 202.604207 1
2 138.754130 2
1 226.952836 1
2 171.494102 2
2 165.286895 2
1 304.793771 1
1 266.755955 1
1 301.978139 1
2 187.651432 2
1 215.613371 1
2 93.172486 2
1 282.483100 1
2 141.457405 2
1 148.115446 2
2 163.165737 2
1 283.968333 1
2 199.688741 1
2 144.731511 2
2 161.264751 2
2 113.119118 2
1 309.194979 1
2 139.410100 2
2 122.294813 2
1 158.584944 2
2 124.225847 2
1 247.981477 1
1 235.787710 1
1 225.156761 1
1 268.945685 1
1 228.895597 1
2 148.949143 2
1 210.654014 1
2 190.480817 2
2 209.429414 1
1 205.542329 1
1 285.203342 1
2 157.163950 2
2 179.009171 2
2 161.876420 2
1 199.092204 2
2 155.938674 2
2 163.880900 2
1 210.300430 1
2 191.114157 2
1 275.752318 1
2 123.413253 2
1 294.707046 1
2 125.380913 2
1 323.576329 1
2 114.677176 2
2 147.338191 2
2 97.742076 2
1 269.406588 1
2 126.416851 2
1 218.142613 1
1 185.804912 2
2 90.686792 2
1 241.040812 1
1 217.753019 1
1 262.595564 1
1 284.069425 1
1 305.562916 1
2 183.725168 2
2 121.745454 2
2 179.123764 2
2 85.776061 2
2 213.977711 1
1 292.398672 1
1 225.303466 1
2 203.187622 1
2 194.244632 2
1 215.151618 1
2 148.302508 2
2 160.108353 2
2 152.925151 2
1 264.792452 1
2 119.609275 2
1 248.433080 1
2 174.032076 2
2 113.044001 2
1 247.265276 1
2 182.909917 2
2 186.539277 2
1 232.613552 1
2 109.571806 2
1 225.181338 1
1 227.719156 1
1 165.470322 2
2 248.412867 1
2 178.607895 2
1 270.697300 1
1 270.477686 1
2 184.494390 2
1 213.281932 1
1 322.591441 1
2 171.007555 2
1 208.204216 1
2 236.687189 1
1 189.206402 2
2 156.632543 2
2 217.542770 1
1 201.834279 2
2 192.292275 1
1 296.194049 1
1 189.072486 2
1 260.138081 1
1 242.902204 1
2 169.458364 2
2 93.713778 2
