1 186.585234 126.446667 
1 206.884330 132.976907 
1 203.337679 137.029899 
2 190.106649 42.659203 
1 180.847098 144.769779 
1 259.879813 194.611428 
2 215.428008 104.238231 
1 165.462628 125.372834 
1 206.535051 136.477020 
2 149.964234 78.983149 
2 214.186756 85.869499 
1 192.828051 136.709652 
1 207.711287 132.442535 
2 236.097039 117.222128 
2 261.116044 71.048541 
2 233.583744 98.557965 
2 201.674073 92.459782 
1 145.188921 150.783955 
1 227.493266 143.363880 
2 212.960989 99.132670 
1 163.718822 137.792724 
1 154.605216 153.471596 
2 197.152053 132.127981 
2 220.666906 142.845518 
2 238.889778 64.347019 
2 227.570633 101.158685 
2 206.930387 112.862296 
2 203.916612 116.192294 
1 170.194064 132.290092 
2 231.536010 93.408521 
1 178.152412 148.375208 
2 231.103351 79.513097 
1 201.089079 168.367189 
2 212.482613 51.550783 
1 171.199753 138.818475 
2 224.576853 41.390843 
2 240.291670 85.389243 
1 162.335699 120.776249 
1 231.013094 149.891681 
1 189.223517 136.748254 
2 203.444311 90.682457 
1 158.620699 126.336639 
1 214.848980 136.471439 
2 208.543651 129.645179 
2 204.745450 72.218583 
1 218.961336 160.441052 
2 201.967556 65.413031 
1 176.308660 133.142306 
1 169.065449 141.854905 
2 207.666098 93.911834 
1 166.899472 142.382974 
1 219.701236 109.971728 
1 202.742840 105.879582 
1 210.504518 134.161506 
1 215.440667 176.865060 
2 236.001948 132.527465 
2 195.731686 108.420915 
2 181.220557 89.044258 
1 193.749714 168.943936 
2 233.373932 75.811299 
1 208.499354 132.730087 
2 238.738815 125.708903 
2 249.851665 96.794373 
1 146.036220 117.193337 
2 201.941781 114.762947 
1 169.954701 163.200051 
1 184.236059 90.970303 
2 229.677691 118.908268 
2 210.614445 88.607206 
2 204.776717 114.037357 
1 214.810037 126.900640 
2 205.910607 91.291775 
2 219.675572 81.922772 
1 198.141121 121.673606 
2 239.395233 121.751795 
1 165.198085 115.015242 
1 183.621046 145.809035 
1 177.128359 139.818030 
1 218.698259 158.551399 
1 184.166962 111.978879 
1 187.590045 129.325629 
1 182.423460 149.265957 
2 236.613647 84.876889 
1 186.311047 126.348001 
2 192.525427 111.657330 
2 221.575284 106.836991 
1 174.112761 172.028627 
2 225.309468 90.133419 
2 203.429450 104.471919 
2 213.660892 84.548127 
1 166.716366 163.871228 
2 234.941563 91.673658 
2 189.414491 81.000962 
1 157.657883 125.748245 
1 226.686309 202.328790 
1 219.050457 116.773578 
1 198.278828 145.510519 
1 175.146207 152.512499 
2 212.280421 90.986869 
2 210.115393 110.717413 
1 191.858448 136.345673 
1 206.747179 117.473495 
1 230.488110 108.187495 
2 227.305901 72.316024 
1 182.213690 108.407489 
1 163.113295 146.892038 
1 172.378653 195.560497 
1 159.823617 166.225598 
2 249.395333 85.204805 
2 249.429833 34.599743 
1 158.202760 177.398280 
2 243.380625 105.571508 
2 227.359913 119.785294 
1 203.161911 118.538601 
1 167.624787 142.861923 
1 166.721739 145.714877 
2 242.459014 120.422388 
2 251.746177 74.359000 
1 174.341164 122.022922 
1 190.235572 155.292576 
2 254.941422 108.079415 
1 143.910527 135.558769 
1 183.892808 152.404911 
1 207.596141 158.194831 
2 194.153855 102.301424 
1 150.415498 149.101821 
2 193.541017 87.631160 
2 226.178203 111.036323 
2 182.074449 62.665462 
2 213.680421 83.903503 
2 202.226154 113.874298 
2 263.374091 96.163117 
2 227.112143 162.963655 
1 202.062133 107.031167 
2 224.799063 109.239762 
2 239.636423 59.577781 
1 206.219525 152.745917 
1 182.973402 131.267889 
1 188.505046 191.888491 
2 205.664358 93.491192 
2 176.683303 89.940927 
1 162.804739 170.447784 
1 216.509420 171.093344 
2 260.615807 102.668906 
1 161.605220 171.253096 
1 223.682607 198.179716 
2 204.345599 81.521094 
1 227.539049 184.898741 
2 234.310719 34.250819 
1 216.697550 112.055666 
2 215.515574 37.538056 
2 185.342500 70.817076 
2 192.846266 109.108897 
1 154.759846 145.100099 
1 145.509960 141.886779 
1 164.102478 151.429554 
2 157.574581 91.762539 
1 194.390701 169.791671 
1 204.432412 117.791904 
2 179.626797 131.506736 
2 245.197974 107.887418 
2 199.301747 92.708945 
2 220.064663 82.346263 
2 260.114107 57.178552 
2 194.784191 74.232977 
1 181.873666 116.748081 
2 196.701074 96.735951 
2 197.583236 103.040212 
2 172.586292 152.405416 
1 202.661521 131.622450 
1 221.647856 114.251772 
1 206.972883 130.858565 
2 223.342259 136.753242 
1 168.841159 129.341513 
1 214.458812 135.338463 
2 222.709812 86.874225 
2 212.099468 121.833988 
1 158.980247 147.722139 
2 222.324869 59.262872 
1 201.928313 157.916233 
2 201.445893 107.779480 
2 228.392491 35.422174 
2 221.288962 92.240839 
2 190.562627 68.604165 
1 161.149455 111.422003 
2 227.572403 91.517381 
1 170.552785 153.360882 
2 166.612876 90.977831 
1 189.487473 177.682359 
2 210.265566 101.629861 
1 215.941400 117.924824 
1 166.847123 139.617586 
1 191.400506 144.756292 
1 162.747741 153.030337 
2 224.997744 105.618768 
2 209.938996 118.722883 
1 176.714219 102.235245 
1 185.437238 105.643131 
1 190.282915 142.414664 
2 214.144085 79.838115 
1 170.210933 167.300135 
2 224.192266 87.822573 
1 162.768652 108.079467 
2 239.813127 97.376614 
2 214.146282 73.447099 
2 247.507071 99.058138 
1 176.044305 182.788770 
1 167.584547 172.512111 
2 281.434190 105.823825 
2 201.602983 76.919102 
2 254.392792 105.721097 
2 234.932649 104.959151 
1 227.070867 94.102837 
1 180.181913 128.263901 
1 151.401030 145.941246 
1 204.946104 124.848574 
2 268.819236 119.027228 
2 158.591690 81.040944 
2 206.125362 135.609376 
2 235.476516 85.963903 
2 220.300203 87.941188 
2 214.164113 104.745803 
2 196.894126 77.168160 
2 190.903239 71.610984 
2 183.706725 113.767146 
2 217.830177 110.568272 
2 189.674097 78.773088 
2 219.437793 112.081226 
1 199.956703 97.660668 
2 192.043815 66.716514 
1 259.644008 155.585469 
2 224.046426 93.816465 
2 208.595505 144.155210 
2 229.421082 111.837079 
1 201.248694 125.219170 
2 189.355906 105.957115 
2 256.639517 96.478028 
2 166.038126 64.782167 
1 161.683219 121.932182 
1 177.715545 114.013077 
1 178.531291 146.428931 
1 191.805365 137.662429 
1 174.153025 142.724345 
2 218.210808 83.217183 
1 173.142521 138.635020 
2 232.671327 124.262229 
2 214.179362 75.844813 
2 184.141897 117.839743 
2 215.114724 46.338436 
2 187.955702 123.764261 
1 172.747401 128.854436 
2 242.099529 99.415340 
1 157.396109 95.328704 
1 178.721016 185.270913 
1 197.214844 129.332479 
1 151.246671 161.010061 
2 192.029558 97.230012 
1 171.219827 189.788815 
1 189.144450 178.003947 
2 239.637200 112.022927 
1 179.892613 116.794192 
1 167.467126 153.089238 
1 215.371896 197.245598 
1 148.982344 136.919811 
1 187.909791 161.130213 
1 129.979449 118.356522 
2 236.144453 88.441253 
1 193.320576 136.020182 
2 207.862088 95.289470 
1 189.090184 184.239038 
1 135.728252 180.485585 
1 197.516620 145.589225 
2 220.650806 92.252636 
1 207.511316 102.023552 
2 182.971524 111.235404 
2 203.249976 79.350492 
2 186.344289 130.564961 
1 193.140633 149.227487 
2 195.849014 31.441727 
1 216.392368 108.668837 
2 265.305589 57.000255 
2 234.493409 78.762274 
2 174.734140 85.658917 
2 181.066860 109.711879 
2 230.955416 156.936329 
2 225.366430 88.051522 
1 181.220236 139.124920 
1 195.745746 176.761854 
2 235.774001 116.194517 
1 160.144482 145.553524 
2 198.404353 74.991060 
1 177.857530 139.736193 
1 197.425566 154.770833 
1 225.479061 131.186821 
1 232.694081 197.386066 
2 264.831157 84.627350 
1 159.543793 107.846052 
2 180.512381 83.578617 
2 254.016560 89.453889 
1 161.404723 135.684270 
1 239.867045 131.615783 
1 214.159573 121.262461 
2 194.830664 108.402835 
1 198.589100 133.041446 
1 141.963508 154.477367 
1 218.464990 140.118354 
2 223.523643 103.522275 
2 214.835402 98.976918 
2 213.140403 80.932535 
1 156.883948 157.125025 
2 188.314602 105.167714 
2 298.122796 75.156618 
1 179.165936 149.215126 
1 205.339723 94.634162 
1 191.333566 146.742600 
2 224.669426 146.039325 
1 158.144749 143.470895 
1 185.344100 134.717076 
1 157.924521 174.955091 
1 203.305876 168.636370 
1 214.772056 114.693696 
1 182.633376 170.816399 
1 208.928738 155.444867 
2 220.985229 83.040427 
2 185.342009 143.248981 
1 178.152672 139.799509 
2 176.829527 98.213318 
1 217.542701 161.183089 
1 153.371249 116.936620 
2 267.949838 89.127677 
2 212.527154 81.641838 
1 166.504132 189.345023 
1 201.092771 78.894418 
2 241.150683 113.475538 
2 189.945662 106.696338 
1 194.893208 159.377738 
2 240.188175 118.708814 
2 218.181751 94.694956 
1 193.361059 161.160464 
2 203.644910 108.377379 
2 243.723485 111.084092 
1 128.210856 101.475395 
1 128.019916 139.303313 
1 212.473671 146.330444 
2 170.940324 95.497561 
1 158.516842 175.082890 
2 235.126736 126.131979 
1 193.803581 115.030982 
1 225.847019 136.349427 
1 205.642417 125.975944 
1 170.291764 121.579751 
1 189.953276 174.443188 
1 197.694648 165.027892 
1 168.106118 123.373905 
1 208.091012 117.371806 
1 196.286230 180.244244 
1 178.320114 121.587878 
2 208.273636 48.681983 
2 219.014930 92.957684 
2 203.938255 112.841654 
1 170.324138 149.378769 
