1 228.859094 
1 182.647561 
1 281.140388 
1 235.772022 
2 93.985652 
1 242.975239 
2 172.151015 
1 207.264902 
1 313.165840 
2 104.725821 
2 139.742284 
1 268.581743 
2 141.458290 
1 291.382062 
1 267.266177 
1 251.789386 
2 129.490120 
2 204.443168 
2 178.583374 
2 185.394503 
1 117.371792 
1 297.096823 
2 150.706614 
1 259.068212 
1 246.580951 
1 237.744999 
1 282.109605 
1 248.324737 
2 211.002506 
2 105.164901 
2 108.565534 
1 220.421496 
1 289.230662 
1 248.573584 
2 86.242008 
1 170.731685 
1 214.468421 
1 249.768715 
2 129.209752 
1 278.104216 
2 243.781510 
2 157.824064 
2 148.729352 
1 268.607169 
1 310.723818 
2 179.825547 
1 269.644100 
1 289.773918 
1 269.646783 
2 188.666215 
1 283.028945 
1 202.604207 
2 138.754130 
1 226.952836 
2 171.494102 
2 165.286895 
1 304.793771 
1 266.755955 
1 301.978139 
2 187.651432 
1 215.613371 
2 93.172486 
1 282.483100 
2 141.457405 
1 148.115446 
2 163.165737 
1 283.968333 
2 199.688741 
2 144.731511 
2 161.264751 
2 113.119118 
1 309.194979 
2 139.410100 
2 122.294813 
1 158.584944 
2 124.225847 
1 247.981477 
1 235.787710 
1 225.156761 
1 268.945685 
1 228.895597 
2 148.949143 
1 210.654014 
2 190.480817 
2 209.429414 
1 205.542329 
1 285.203342 
2 157.163950 
2 179.009171 
2 161.876420 
1 199.092204 
2 155.938674 
2 163.880900 
1 210.300430 
2 191.114157 
1 275.752318 
2 123.413253 
1 294.707046 
2 125.380913 
1 323.576329 
2 114.677176 
2 147.338191 
2 97.742076 
1 269.406588 
2 126.416851 
1 218.142613 
1 185.804912 
2 90.686792 
1 241.040812 
1 217.753019 
1 262.595564 
1 284.069425 
1 305.562916 
2 183.725168 
2 121.745454 
2 179.123764 
2 85.776061 
2 213.977711 
1 292.398672 
1 225.303466 
2 203.187622 
2 194.244632 
1 215.151618 
2 148.302508 
2 160.108353 
2 152.925151 
1 264.792452 
2 119.609275 
